TJ노래방 번호	URL	제목	가수	구분	비고	유튜브 검증
054825	https://www.youtube.com/watch?v=991mbLG3t-Y	_너의번호를누르고(Dial Your Number)	#안녕(An Nyeong)(Prod.영화처럼)	한국어		유효함 (Public)
54825	https://www.youtube.com/watch?v=vle7eqMhAok	너의번호를누르고(Dial Your Number)	#안녕(An Nyeong)(Prod.영화처럼)	한국어		유효함 (Public)
039361	https://www.youtube.com/watch?v=Iu-NVopNDKU	_스토커(Stalker)	10cm	한국어		유효함 (Public)
034860	https://www.youtube.com/watch?v=GgGXXmJs13w	_애상(Sorrow Thoughts)	10cm	한국어		유효함 (Public)
096391	https://www.youtube.com/watch?v=mOo8bVzN9M8	_폰서트(Phonecert)	10cm	한국어		유효함 (Public)
39361	https://www.youtube.com/watch?v=eoiZiKi5Pfo	스토커(Stalker)	10cm	한국어		유효함 (Public)
34860	https://www.youtube.com/watch?v=9fuKI7jvsFk	애상(Sorrow Thoughts)	10cm	한국어		유효함 (Public)
96391	https://www.youtube.com/watch?v=2UaChDjI7l4	폰서트(Phonecert)	10cm	한국어		유효함 (Public)
076829	https://www.youtube.com/watch?v=NjRY-727IiQ	_서울의잠못이루는밤(Sleepless in Seoul)	10cm,이수현(LEE SUHYUN)	한국어		유효함 (Public)
76829	https://www.youtube.com/watch?v=5ENzyLxKvsk	서울의잠못이루는밤(Sleepless in Seoul)	10cm,이수현(LEE SUHYUN)	한국어		유효함 (Public)
015038	https://www.youtube.com/watch?v=sowbaxMLrBY	_도리도리쏭(Gamzadori)	감자도리(이용신)(Lee Yong-shin)	한국어		유효함 (Public)
15038	https://www.youtube.com/watch?v=e6XIDL7m_bw	도리도리쏭(Gamzadori)	감자도리(이용신)(Lee Yong-shin)	한국어		유효함 (Public)
02110	https://www.youtube.com/watch?v=qPhaSz9VefY	_넌할수있어(You can do it)	강산에(Kang San Eh)	한국어		유효함 (Public)
2110	https://www.youtube.com/watch?v=6c73vZnio2E	넌할수있어(You can do it)	강산에(Kang San Eh)	한국어		유효함 (Public)
010136	https://www.youtube.com/watch?v=-KlARnL5O14	_땡벌(DDaeng Beol)	강진(kang jin)	한국어		유효함 (Public)
10136	https://www.youtube.com/watch?v=rgvMgBgtZss	땡벌(DDaeng Beol)	강진(kang jin)	한국어		유효함 (Public)
09870	https://www.youtube.com/watch?v=kVTWFW0gmSs	_사계(Four Seasons)	거북이(turtles)	한국어		유효함 (Public)
9870	https://www.youtube.com/watch?v=dhULEJRCUAs	사계(Four Seasons)	거북이(turtles)	한국어		유효함 (Public)
076851	https://www.youtube.com/watch?v=YPvrhziJAno	_다정히내이름을부르면(If you lovingly call my name)	경서예지(GyeongseoYeji),전건호(Jeon Gunho)	한국어		유효함 (Public)
76851	https://www.youtube.com/watch?v=M-onHh_7qgg	다정히내이름을부르면(If you lovingly call my name)	경서예지(GyeongseoYeji),전건호(Jeon Gunho)	한국어		유효함 (Public)
075522	https://www.youtube.com/watch?v=YjHUF2ueJeI	_내마음이움찔했던순간(The Moment My Heart) (취향저격그녀 OST)	규현(Kyu Hyun)	한국어		유효함 (Public)
75522	https://www.youtube.com/watch?v=95YHTEM0HTs	내마음이움찔했던순간(The Moment My Heart) (취향저격그녀 OST)	규현(Kyu Hyun)	한국어		유효함 (Public)
039337	https://www.youtube.com/watch?v=rUbq_IXBaYg	_광화문에서(At Gwanghwamun)	규현(KYUHYUN )	한국어		유효함 (Public)
39337	https://www.youtube.com/watch?v=lXdPSk1xBoA	광화문에서(At Gwanghwamun)	규현(KYUHYUN )	한국어		유효함 (Public)
014980	https://www.youtube.com/watch?v=fMeQlwZ5MMo	_서울의달(The Moon of Seoul)	김건모(Kim Gun Mo)	한국어		유효함 (Public)
14980	https://www.youtube.com/watch?v=dT_h9y_28zs	서울의달(The Moon of Seoul)	김건모(Kim Gun Mo)	한국어		유효함 (Public)
019195	https://www.youtube.com/watch?v=xgvckGs6xhU	_출발(Departures)	김동률(KIM DONG RYUL)	한국어		유효함 (Public)
19195	https://www.youtube.com/watch?v=YWdb7ELHAFY	출발(Departures)	김동률(KIM DONG RYUL)	한국어		유효함 (Public)
098964	https://www.youtube.com/watch?v=OM_QECPyIUg	_동화(Fairy tale)	김동률(KIM DONG RYUL),IU	한국어		유효함 (Public)
98964	https://www.youtube.com/watch?v=O42O-GmUygo	동화(Fairy tale)	김동률(KIM DONG RYUL),IU	한국어		유효함 (Public)
036254	https://www.youtube.com/watch?v=76ivn4p75Hw	_혼자라고생각말기(Don't Think You're Alone) (학교2013 School2013 OST)	김보경(Kim Bo Kyung)	한국어		유효함 (Public)
36254	https://www.youtube.com/watch?v=FOMPHmvfkrg	혼자라고생각말기(Don't Think You're Alone) (학교2013 School2013 OST)	김보경(Kim Bo Kyung)	한국어		유효함 (Public)
016712	https://www.youtube.com/watch?v=IkzQOiwPVEw	_마리아(Maria) (미녀는괴로워 OST)	김아중(Kim Ah Joong)	한국어		유효함 (Public)
16712	https://www.youtube.com/watch?v=wG5hN-3aSl0	마리아(Maria) (미녀는괴로워 OST)	김아중(Kim Ah Joong)	한국어		유효함 (Public)
49487	https://www.youtube.com/watch?v=8SwvAB2cxpo	따르릉(Ring Ring)	김영철(Kim YoungChul)	한국어		유효함 (Public)
035087	https://www.youtube.com/watch?v=cQCIbDx5Iyg	_B급인생(B Class Life) (드림하이2 Dream High 2 OST)	김지수(Kim Jisoo)	한국어		유효함 (Public)
35087	https://www.youtube.com/watch?v=4RxcdP5Y6UQ	B급인생(B Class Life) (드림하이2 Dream High 2 OST)	김지수(Kim Jisoo)	한국어		유효함 (Public)
089034	https://www.youtube.com/watch?v=mAjsF4UTg8g	_그때그아인(SomedayThe Boy) (이태원클라쓰 OST)	김필(Kim Feel)	한국어		유효함 (Public)
89034	https://www.youtube.com/watch?v=-5G_W27aNLM	그때그아인(SomedayThe Boy) (이태원클라쓰 OST)	김필(Kim Feel)	한국어		유효함 (Public)
075574	https://www.youtube.com/watch?v=E73zqwpw0is	_호랑수월가(Horangsuwolga) (나와호랑이님 OST)	나래(Narae)	한국어		유효함 (Public)
75574	https://www.youtube.com/watch?v=XRE1oCjg0Gk	호랑수월가(Horangsuwolga) (나와호랑이님 OST)	나래(Narae)	한국어		유효함 (Public)
98701	https://www.youtube.com/watch?v=bdNll_rA7OI	호랑풍류가(Horangpungryuga) (나와호랑이님 OST)	나래(Narae)	한국어		유효함 (Public)
035884	https://www.youtube.com/watch?v=f5ShDNOqq1E	_바람기억(Memory Of The Wind)	나얼(NAUL)	한국어		유효함 (Public)
35884	https://www.youtube.com/watch?v=Zo4PxVoO0Do	바람기억(Memory Of The Wind)	나얼(NAUL)	한국어		유효함 (Public)
031943	https://www.youtube.com/watch?v=h9V4U5l4qj0	_형(兄)(Brother)	노라조(Norazo)	한국어		유효함 (Public)
31943	https://www.youtube.com/watch?v=UYCE9ivmOM4	형(兄)(Brother)	노라조(Norazo)	한국어		유효함 (Public)
024472	https://www.youtube.com/watch?v=kFhf7pjRRjA	_늦은밤너의집앞골목길에서(Late Night)	노을(Noel)	한국어		유효함 (Public)
24472	https://www.youtube.com/watch?v=SrPhOTCfe-o	늦은밤너의집앞골목길에서(Late Night)	노을(Noel)	한국어		유효함 (Public)
097404	https://www.youtube.com/watch?v=uqQqnWfJyAA	_지나오다(Pass By)	닐로(Nilo)	한국어		유효함 (Public)
97404	https://www.youtube.com/watch?v=5Jx5qlAD0mA	지나오다(Pass By)	닐로(Nilo)	한국어		유효함 (Public)
030868	https://www.youtube.com/watch?v=IwibOy34oAw	_8282	다비치(Davichi)	한국어		유효함 (Public)
036520	https://www.youtube.com/watch?v=ykAoxJCZG8w	_거북이(Turtle)	다비치(Davichi)	한국어		유효함 (Public)
048129	https://www.youtube.com/watch?v=9igJgVAnBUQ	_받는사랑이주는사랑에게(Love is)	다비치(DAVICHI)	한국어		유효함 (Public)
30868	https://www.youtube.com/watch?v=kZfkLsTqb3o	8282	다비치(Davichi)	한국어		유효함 (Public)
36520	https://www.youtube.com/watch?v=NBYKaWsCk4Q	거북이(Turtle)	다비치(Davichi)	한국어		유효함 (Public)
48129	https://www.youtube.com/watch?v=sYs3ML63n9s	받는사랑이주는사랑에게(Love is)	다비치(DAVICHI)	한국어		유효함 (Public)
038224	https://www.youtube.com/watch?v=pYD9J0PsA6g	_축배(chugbae)	달빛요정역전만루홈런(dalbich-yojeong-yeogjeonmanluhomleon)	한국어		유효함 (Public)
38224	https://www.youtube.com/watch?v=mfnRLJFBErU	축배(chugbae)	달빛요정역전만루홈런(dalbich-yojeong-yeogjeonmanluhomleon)	한국어		유효함 (Public)
05551	https://www.youtube.com/watch?v=xFDizpyUkgQ	_섬집아기(Baby in the Island)	동요(Agitation)	한국어		유효함 (Public)
5551	https://www.youtube.com/watch?v=EN_ZMUcOLoA	섬집아기(Baby in the Island)	동요(Agitation)	한국어		유효함 (Public)
078697	https://www.youtube.com/watch?v=KCpWMEsiN3Q	_OHAYO MY NIGHT	디핵(D-Hack),PATEKO	한국어		유효함 (Public)
78697	https://www.youtube.com/watch?v=4KjCSKpjjIw	OHAYO MY NIGHT	디핵(D-Hack),PATEKO	한국어		유효함 (Public)
036202	https://www.youtube.com/watch?v=1QaYJKoljyI	_엄마(Mom)	라디(Ra.D)	한국어		유효함 (Public)
36202	https://www.youtube.com/watch?v=eG6UD-TvvyM	엄마(Mom)	라디(Ra.D)	한국어		유효함 (Public)
046760	https://www.youtube.com/watch?v=m0o7fbNKhpM	_상상더하기(Fresh Adventure)	라붐(LABOUM)	한국어		유효함 (Public)
46760	https://www.youtube.com/watch?v=u7thlGS6YZ4	상상더하기(Fresh Adventure)	라붐(LABOUM)	한국어		유효함 (Public)
096482	https://www.youtube.com/watch?v=sw3gYMUmzvA	_치킨은살안쪄요살은내가쪄요(Chicken Song)	런치백(Lunchbag)	한국어		유효함 (Public)
96482	https://www.youtube.com/watch?v=IfW-FaNknRw	치킨은살안쪄요살은내가쪄요(Chicken Song)	런치백(Lunchbag)	한국어		유효함 (Public)
030450	https://www.youtube.com/watch?v=RiziS5qadd4	_비와당신(Rain and You)	럼블피쉬(Rumble Fish)	한국어		유효함 (Public)
30450	https://www.youtube.com/watch?v=6LCWaZ_wpfU	비와당신(Rain and You)	럼블피쉬(Rumble Fish)	한국어		유효함 (Public)
029110	https://www.youtube.com/watch?v=GjyMuHmzxVE	_우연히봄(Spring Is Gone by chance) (냄새를 보는 소녀 OST)	로꼬(LOCO),유주(Yuju) 여자친구(GFRIEND)	한국어		유효함 (Public)
29110	https://www.youtube.com/watch?v=AOqFdxC3s_k	우연히봄(Spring Is Gone by chance) (냄새를 보는 소녀 OST)	로꼬(LOCO),유주(Yuju) 여자친구(GFRIEND)	한국어		유효함 (Public)
045795	https://www.youtube.com/watch?v=Xv8ogs0kNNs	_아직,있다(Still There)	루시드폴(Lucid Fall)	한국어		유효함 (Public)
45795	https://www.youtube.com/watch?v=1WHIxi57xA4	아직,있다(Still There)	루시드폴(Lucid Fall)	한국어		유효함 (Public)
035138	https://www.youtube.com/watch?v=9h0SEeKAxBs	_곰인형(Teddy Bear)	린(Lyn)	한국어		유효함 (Public)
35138	https://www.youtube.com/watch?v=WeKmPro2zn4	곰인형(Teddy Bear)	린(Lyn)	한국어		유효함 (Public)
046066	https://www.youtube.com/watch?v=h41Rrk_6rzs	_1cm의자존심(Taller than You)	마마무(MAMAMO)	한국어		유효함 (Public)
46066	https://www.youtube.com/watch?v=I2yCn4A_4hk	1cm의자존심(Taller than You)	마마무(MAMAMO)	한국어		유효함 (Public)
075739	https://www.youtube.com/watch?v=0hyKDbJeh5g	_숟가락행진곡(The Celebrated spoon waltz)	마미손 x 둘째이모 김다비(Mommyson X KimDaVi)	한국어		유효함 (Public)
75739	https://www.youtube.com/watch?v=xIKxQoBv6kM	숟가락행진곡(The Celebrated spoon waltz)	마미손 x 둘째이모 김다비(Mommyson X KimDaVi)	한국어		유효함 (Public)
024550	https://www.youtube.com/watch?v=uUXKRemQZ7w	_별의노래(Song of Stars)	마미손(MOMMY SON)	한국어		유효함 (Public)
098792	https://www.youtube.com/watch?v=D3ZFtSoWtRc	_소년점프(Boy Jump)	마미손(MOMMY SON)	한국어		유효함 (Public)
24550	https://www.youtube.com/watch?v=2pHhBFM9Buw	별의노래(Song of Stars)	마미손(MOMMY SON)	한국어		유효함 (Public)
98792	https://www.youtube.com/watch?v=vQHoZ_Bq4LM	소년점프(Boy Jump)	마미손(MOMMY SON)	한국어		유효함 (Public)
046213	https://www.youtube.com/watch?v=czH-H8zJJY8	_Marry Me	마크툽(MAKTUB),구윤회(Gu Yoon Heo)	한국어		유효함 (Public)
46213	https://www.youtube.com/watch?v=RZkk-JMABwk	Marry Me	마크툽(MAKTUB),구윤회(Gu Yoon Heo)	한국어		유효함 (Public)
091512	https://www.youtube.com/watch?v=kNYA3H1jSSs	_오늘도빛나는너에게(To You My Light)	마크툽(MAKTUB)(Feat.이라온)	한국어		유효함 (Public)
91512	https://www.youtube.com/watch?v=lCBMDQiz594	오늘도빛나는너에게(To You My Light)	마크툽(MAKTUB)(Feat.이라온)	한국어		유효함 (Public)
076105	https://www.youtube.com/watch?v=nFDGlTs5374	_고독하구만(Godok)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
075808	https://www.youtube.com/watch?v=9OADFEl-QQ0	_보자보자(Let's see)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
024790	https://www.youtube.com/watch?v=YQZdi0YE4xs	_알려좀주쇼(Let me know)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
076148	https://www.youtube.com/watch?v=QrCIe8-ZRhA	_여백의미(The Beauty of Void)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
024759	https://www.youtube.com/watch?v=ddJbs6Dhetw	_왜이리시끄러운것이냐(Why is it so loud)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
76105	https://www.youtube.com/watch?v=JOPAoXPJwE4	고독하구만(Godok)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
75808	https://www.youtube.com/watch?v=u4EV0EGdL3o	보자보자(Let's see)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
24790	https://www.youtube.com/watch?v=lM9mlAA81Rk	알려좀주쇼(Let me know)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
76148	https://www.youtube.com/watch?v=JlddCM_B5UU	여백의미(The Beauty of Void)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
24759	https://www.youtube.com/watch?v=lRhmfbqyNsg	왜이리시끄러운것이냐(Why is it so loud)	머쉬베놈(MUSHVENOM)	한국어		유효함 (Public)
096636	https://www.youtube.com/watch?v=BWOHKGxPu3k	_가을안부(When Autumn Comes)	먼데이키즈(Monday Kiz)	한국어		유효함 (Public)
091458	https://www.youtube.com/watch?v=tlHTOlnPcbs	_사랑이식었다고말해도돼(My love has faded away)	먼데이키즈(Monday Kiz)	한국어		유효함 (Public)
96636	https://www.youtube.com/watch?v=irHUV8U7h4Y	가을안부(When Autumn Comes)	먼데이키즈(Monday Kiz)	한국어		유효함 (Public)
91458	https://www.youtube.com/watch?v=yJ4IWq7Du-o	사랑이식었다고말해도돼(My love has faded away)	먼데이키즈(Monday Kiz)	한국어		유효함 (Public)
049941	https://www.youtube.com/watch?v=qYYJqWsBb1U	_선물(Gift)	멜로망스(MeloMance)	한국어		유효함 (Public)
49941	https://www.youtube.com/watch?v=T2RwvoLaj1c	선물(Gift)	멜로망스(MeloMance)	한국어		유효함 (Public)
049587	https://www.youtube.com/watch?v=zHh-RIoOyIw	_비행운(Contrail)	문문(MoonMoon)	한국어		유효함 (Public)
49587	https://www.youtube.com/watch?v=CXddlknoTas	비행운(Contrail)	문문(MoonMoon)	한국어		유효함 (Public)
075984	https://www.youtube.com/watch?v=mZInUHwmzN8	_VVS	미란이(mirani),먼치맨(MUNCHMAN),쿤디판다(Khundi Panda),머쉬베놈(Feat.JUSTHIS)(Prod.GroovyRoom)	한국어		유효함 (Public)
75984	https://www.youtube.com/watch?v=MjZsNhqMhqU	VVS	미란이(mirani),먼치맨(MUNCHMAN),쿤디판다(Khundi Panda),머쉬베놈(Feat.JUSTHIS)(Prod.GroovyRoom)	한국어		유효함 (Public)
038263	https://www.youtube.com/watch?v=OxgiiyLp5pk	_야생화(Wild Flower)	박효신(Park Hyo Shin)	한국어		유효함 (Public)
38263	https://www.youtube.com/watch?v=AXlz51_-xvE	야생화(Wild Flower)	박효신(Park Hyo Shin)	한국어		유효함 (Public)
048636	https://www.youtube.com/watch?v=xEeFrLSkMm8	_봄날(Spring Day)	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
053816	https://www.youtube.com/watch?v=XsX3ATc3FbA	_작은것들을위한시(Boy With Luv)	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
076860	https://www.youtube.com/watch?v=WMweEpGlu_U	_Butter	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
075520	https://www.youtube.com/watch?v=gdZLi9oWNZg	_Dynamite	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
075975	https://www.youtube.com/watch?v=-5q5mZbe3V8	_Life Goes On	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
077399	https://www.youtube.com/watch?v=CuklIb9d3fI	_Permission to Dance	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
48636	https://www.youtube.com/watch?v=0eZ7U9_0nJE	봄날(Spring Day)	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
53816	https://www.youtube.com/watch?v=ikCksEDHjp8	작은것들을위한시(Boy With Luv)	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
76860	https://www.youtube.com/watch?v=vm-eHFZpP-I	Butter	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
75520	https://www.youtube.com/watch?v=d5ValQHR_9A	Dynamite	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
75975	https://www.youtube.com/watch?v=Z8tRPBvL33o	Life Goes On	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
77399	https://www.youtube.com/watch?v=-2TrygYmqw0	Permission to Dance	방탄소년단(BTS)	한국어,아이돌		유효함 (Public)
039350	https://www.youtube.com/watch?v=j8pUxx-fvgU	_바밤바(Babomba)	배드키즈(Badkiz)	한국어		유효함 (Public)
39350	https://www.youtube.com/watch?v=8K8ToUFqaos	바밤바(Babomba)	배드키즈(Badkiz)	한국어		유효함 (Public)
035461	https://www.youtube.com/watch?v=KizekzLfvXo	_굿모닝(Good Morning)	버벌진트(Verbal Jint)	한국어		유효함 (Public)
35461	https://www.youtube.com/watch?v=H0nrynjodTg	굿모닝(Good Morning)	버벌진트(Verbal Jint)	한국어		유효함 (Public)
035227	https://www.youtube.com/watch?v=eGTwRhmcMI4	_꽃송이가(Bloom)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
034600	https://www.youtube.com/watch?v=cMwWwvC3Hmk	_막걸리나(Thick Rice Wine)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
035184	https://www.youtube.com/watch?v=tXV7dfvSefo	_벚꽃엔딩(Cherry Blossom Ending)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
034806	https://www.youtube.com/watch?v=EXICxPcUuJk	_서울사람들(Seoul Peple)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
034591	https://www.youtube.com/watch?v=pZ4DrTHcMmg	_어쩌다마주친그대(Met You By Chance)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
035192	https://www.youtube.com/watch?v=qcijCmUkqrc	_여수밤바다(Yeosu Night Sea)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
035188	https://www.youtube.com/watch?v=igS8Ad8BA14	_외로움증폭장치(Loneliness Amplifier)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
037452	https://www.youtube.com/watch?v=KEk98JAPt80	_처음엔사랑이란게(Loveat first)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
035223	https://www.youtube.com/watch?v=mMYeDR6wtNU	_첫사랑(First Love)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
35227	https://www.youtube.com/watch?v=FDXoRdqksoc	꽃송이가(Bloom)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
34600	https://www.youtube.com/watch?v=S44UTIc-uho	막걸리나(Thick Rice Wine)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
35184	https://www.youtube.com/watch?v=HtzFBF_mWCI	벚꽃엔딩(Cherry Blossom Ending)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
34806	https://www.youtube.com/watch?v=YFbrk2rl4yA	서울사람들(Seoul Peple)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
34591	https://www.youtube.com/watch?v=FnMmJGdpv-Q	어쩌다마주친그대(Met You By Chance)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
35192	https://www.youtube.com/watch?v=je1QQ545Ab8	여수밤바다(Yeosu Night Sea)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
35188	https://www.youtube.com/watch?v=ImOTydNPBNo	외로움증폭장치(Loneliness Amplifier)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
37452	https://www.youtube.com/watch?v=s-DBuq1alh4	처음엔사랑이란게(Loveat first)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
35223	https://www.youtube.com/watch?v=di1nTVkhcIw	첫사랑(First Love)	버스커버스커(Busker Busker)	한국어		유효함 (Public)
014684	https://www.youtube.com/watch?v=Omv4bjbpK04	_가시(Thorn)	버즈(Buzz)	한국어		유효함 (Public)
14684	https://www.youtube.com/watch?v=R-H3tcywlOA	가시(Thorn)	버즈(Buzz)	한국어		유효함 (Public)
048097	https://www.youtube.com/watch?v=MGXvoxRocdM	_사랑에빠졌을때(When I Fall In Love)	볼빨간사춘기(BOL4)	한국어		유효함 (Public)
046875	https://www.youtube.com/watch?v=9U8uA702xrE	_우주를줄게(Galaxy)	볼빨간사춘기(BOL4)	한국어		유효함 (Public)
48097	https://www.youtube.com/watch?v=pRJReaG7WSg	사랑에빠졌을때(When I Fall In Love)	볼빨간사춘기(BOL4)	한국어		유효함 (Public)
46875	https://www.youtube.com/watch?v=aE3irDN5yqQ	우주를줄게(Galaxy)	볼빨간사춘기(BOL4)	한국어		유효함 (Public)
09551	https://www.youtube.com/watch?v=pWVtG7ChibI	_벌써일년(Already one year)	브라운아이즈(Brown Eyes)	한국어		유효함 (Public)
9551	https://www.youtube.com/watch?v=G-S-TP-X95I	벌써일년(Already one year)	브라운아이즈(Brown Eyes)	한국어		유효함 (Public)
048824	https://www.youtube.com/watch?v=-Axm4IYHVYk	_롤린(Rollin')	브레이브걸스(Brave Girls)	한국어		유효함 (Public)
076528	https://www.youtube.com/watch?v=4HjcypoChfQ	_운전만해(We Ride)	브레이브걸스(Brave Girls)	한국어		유효함 (Public)
076977	https://www.youtube.com/watch?v=e70PkoJhQYM	_치맛바람(Chi Mat Ba Ram)	브레이브걸스(Brave Girls)	한국어		유효함 (Public)
48824	https://www.youtube.com/watch?v=nOnetBDrBD4	롤린(Rollin')	브레이브걸스(Brave Girls)	한국어		유효함 (Public)
76528	https://www.youtube.com/watch?v=uo89iI02fFI	운전만해(We Ride)	브레이브걸스(Brave Girls)	한국어		유효함 (Public)
76977	https://www.youtube.com/watch?v=K22Xasl5a_A	치맛바람(Chi Mat Ba Ram)	브레이브걸스(Brave Girls)	한국어		유효함 (Public)
048584	https://www.youtube.com/watch?v=3q22SInyiX8	_Yesterday	블락비(Block B)	한국어		유효함 (Public)
48584	https://www.youtube.com/watch?v=Zk-lAy6W9cM	Yesterday	블락비(Block B)	한국어		유효함 (Public)
075718	https://www.youtube.com/watch?v=dyRsYk0LyA8	_Lovesick Girls	블랙핑크(BLACKPINK)	한국어		유효함 (Public)
75718	https://www.youtube.com/watch?v=LtDqgv03ra8	Lovesick Girls	블랙핑크(BLACKPINK)	한국어		유효함 (Public)
016627	https://www.youtube.com/watch?v=PFZ0lw8pNy4	_연(Year)	빅마마(Big Mama)	한국어		유효함 (Public)
011019	https://www.youtube.com/watch?v=qAlmzxrDHag	_체념(Chenyum)	빅마마(Big Mama)	한국어		유효함 (Public)
077334	https://www.youtube.com/watch?v=6TO3bwChwao	_하루만더	빅마마(Big Mama)	한국어		유효함 (Public)
16627	https://www.youtube.com/watch?v=5O3OdEPnLgs	연(Year)	빅마마(Big Mama)	한국어		유효함 (Public)
11019	https://www.youtube.com/watch?v=MMgr01eV_yo	체념(Chenyum)	빅마마(Big Mama)	한국어		유효함 (Public)
77334	https://www.youtube.com/watch?v=ctmhwOv01fQ	하루만더	빅마마(Big Mama)	한국어		유효함 (Public)
045600	https://www.youtube.com/watch?v=vqzBrI76e4g	_사슬(Chained up)	빅스(VIXX)	한국어		유효함 (Public)
039793	https://www.youtube.com/watch?v=OM4C3uIXk28	_이별공식(Love Equation)	빅스(VIXX)	한국어		유효함 (Public)
45600	https://www.youtube.com/watch?v=rfT76vzaliM	사슬(Chained up)	빅스(VIXX)	한국어		유효함 (Public)
39793	https://www.youtube.com/watch?v=uTO_JSyLWIE	이별공식(Love Equation)	빅스(VIXX)	한국어		유효함 (Public)
075384	https://www.youtube.com/watch?v=dEIULaQgGiQ	_취기를빌려(Slightly Tipsy) (취향저격그녀 X 산들)	산들(SANDEUL)	한국어		유효함 (Public)
75384	https://www.youtube.com/watch?v=gjhbOH9Vs44	취기를빌려(Slightly Tipsy) (취향저격그녀 X 산들)	산들(SANDEUL)	한국어		유효함 (Public)
035774	https://www.youtube.com/watch?v=Q_GyneFGQ74	_All For You (응답하라1997 OST)	서인국(Seo in guk),정은지(Jeong eun jee)	한국어		유효함 (Public)
35774	https://www.youtube.com/watch?v=Zemyq7gRTCA	All For You (응답하라1997 OST)	서인국(Seo in guk),정은지(Jeong eun jee)	한국어		유효함 (Public)
097090	https://www.youtube.com/watch?v=AKSpQUPbb74	_고양이(CAT)	선우정아(Sunwoo Jung-A),IU	한국어		유효함 (Public)
97090	https://www.youtube.com/watch?v=sPBYN2A4jcE	고양이(CAT)	선우정아(Sunwoo Jung-A),IU	한국어		유효함 (Public)
098701	https://www.youtube.com/watch?v=QYBpiBrcioc	_호랑풍류가(Horangpungryuga) (나와호랑이님 OST)	설레임	한국어		유효함 (Public)
09256	https://www.youtube.com/watch?v=Hg7-FfDnnhM	_내게오는길(The Road to Me)	성시경(Sung Si Kyung)	한국어		유효함 (Public)
038028	https://www.youtube.com/watch?v=Dbxzh078jr44	_너의모든순간(Every Moment Of You) (별에서온그대 OST)	성시경(Sung Si Kyung)	한국어		유효함 (Public)
9256	https://www.youtube.com/watch?v=EQK729CMS9U	내게오는길(The Road to Me)	성시경(Sung Si Kyung)	한국어		유효함 (Public)
38028	https://www.youtube.com/watch?v=cUlDEVp7GIY	너의모든순간(Every Moment Of You) (별에서온그대 OST)	성시경(Sung Si Kyung)	한국어		유효함 (Public)
024670	https://www.youtube.com/watch?v=1YZzSkP6KZo	_첫겨울이니까(First Winter)	성시경(SUNG SI KYUNG),IU	한국어		유효함 (Public)
24670	https://www.youtube.com/watch?v=EkPc8_PWxMw	첫겨울이니까(First Winter)	성시경(SUNG SI KYUNG),IU	한국어		유효함 (Public)
036180	https://www.youtube.com/watch?v=JkRKxxLiDNI	_크리스마스니까(Because It's Christmas)	성시경(Sung Si Kyung)박효신(Park Hyo Shin)LEE SUK HOONSEO IN GUKVIXX	한국어,XMAS		유효함 (Public)
36180	https://www.youtube.com/watch?v=Ee0zK6XhlA8	크리스마스니까(Because It's Christmas)	성시경(Sung Si Kyung)박효신(Park Hyo Shin)LEE SUK HOONSEO IN GUKVIXX	한국어,XMAS		유효함 (Public)
