TJ노래방 번호	URL	제목	가수	구분	비고	유튜브 검증
022682	https://www.youtube.com/watch?v=fmI_Ndrxy14	_Warriors	Imagine Dragons	영어		
021533	https://www.youtube.com/watch?v=RRKJiM9Njr8	_Welcome to the black parade	My Chemical Romance	영어		
022435	https://www.youtube.com/watch?v=ekzHIouo8Q4	_When I Was Your Man	Bruno Mars	영어		
022855	https://www.youtube.com/watch?v=U_6gG-OEQII	_When We Were Young	Adele	영어		
023323	https://www.youtube.com/watch?v=YgUdyBQA37c	_wish you were gay	Billie Eilish	영어		
23536	https://www.youtube.com/watch?v=PYscmP52PRI	12:45(Stripped)	Etham	영어		
22884	https://www.youtube.com/watch?v=jplT4HEoTFk	7 Years	Lukas Graham	영어		
23443	https://www.youtube.com/watch?v=jT-jNKrdjUg?t=7	A whole new world (Aladdin 알라딘 OST)	Mena Massoud,Naomi Scott	영어		
22512	https://www.youtube.com/watch?v=hQ3q_AIILuw	All Of Me	John Legend	영어		
23643	https://www.youtube.com/watch?v=FsKcCqLS91w	At My Worst	Pink Sweat$	영어		
23321	https://www.youtube.com/watch?v=_69DloxzG6U	Bad	Christopher	영어		
23345	https://www.youtube.com/watch?v=ktEmgkOlDv0	bad guy	Billie Eilish	영어		
22702	https://www.youtube.com/watch?v=mhtJx2OheEo	Bang Bang	Jessie J,Ariana Grande,Nicki Minaj	영어		
21359	https://www.youtube.com/watch?v=7tkqwlV8UCA	Because of you	Kelly Clarkson	영어		
23090	https://www.youtube.com/watch?v=cZ9ADgdtsW0	Believer	Imagine Dragons	영어		
7745	https://www.youtube.com/watch?v=4UbiyBPIw8A	Bohemian rhapsody	Queen	영어		
22368	https://www.youtube.com/watch?v=xGqZ8T1gXy4	Call Me Maybe	Carly Rae Jepsen	영어		
7737	https://www.youtube.com/watch?v=wiWm5E8oZg0	Can't take my eyes off you	Morten Harket	영어		
22678	https://www.youtube.com/watch?v=pVOV74jft1I	Chandelier	Sia	영어		
23415	https://www.youtube.com/watch?v=4HUEA0kF5FE	Circles	Post Malone	영어		
22933	https://www.youtube.com/watch?v=u3P-7RkVReo	Closer	The Chainsmokers(Feat.Halesy)	영어		
22725	https://www.youtube.com/watch?v=eGsSzUktbi4	Counting Stars	OneRepublic	영어		
7740	https://www.youtube.com/watch?v=wyObE-LJVVY	Creep	Radiohead	영어		
23483	https://www.youtube.com/watch?v=jp67tX4i54c	Dance Monkey	Tones And I	영어		
23396	https://www.youtube.com/watch?v=W32Zvn5--jo	Despacito	Luis Fonsi(Feat.Daddy Yankee)	ETC		
20456	https://www.youtube.com/watch?v=A7kmuxSAyGI	Don't look back in anger	Oasis	영어		
7386	https://www.youtube.com/watch?v=7GxV0rPS2yI	Englishman in New York	Sting	영어		
21751	https://www.youtube.com/watch?v=Xt6y580QB0g	Falling Slowly (Once OST)	Glen Hansard & Marketa Irglova	영어		
22802	https://www.youtube.com/watch?v=pdheWX4oO1A	Flashlight (Pitch Perfect 2 OST)	Jessie J	영어		
23158	https://www.youtube.com/watch?v=NnuGYBUvP9Y	FRIENDS	Marshmello,Anne-Marie	영어		
20899	https://www.youtube.com/watch?v=bK8zVL7cZUY	Halo	Beyonce	영어		
22816	https://www.youtube.com/watch?v=naEZwyVQwWs	Hello	Adele	영어		
22965	https://www.youtube.com/watch?v=mwQDoVdMMDk	How Far I'll Go (Moana OST)	Alessia Cara	영어		
22692	https://www.youtube.com/watch?v=IVuo1sRTu-4	I'm Not The Only One	Sam Smith	영어		
21945	https://www.youtube.com/watch?v=EpFPuMq2rgI	I'm Yours	Jason Mraz	영어		
21045	https://www.youtube.com/watch?v=DV5wDkcPlBM	If I Ain't Got You	Alicia Keys	영어		
23459	https://www.youtube.com/watch?v=aCp7aovf9B0	Into the Unknown (Frozen2 겨울왕국2 OST)	Idina Menzel,Aurora	영어		
22749	https://www.youtube.com/watch?v=mqW9HPk068c	Lay Me Down	Sam Smith(Feat.John Legend)	영어		
23696	https://www.youtube.com/watch?v=dOgcy0mPo4Q	Leave The Door Open	Bruno Mars,Anderson.Paak,Silk Sonic	영어		
7761	https://www.youtube.com/watch?v=RM0qhBvN48k	Lemon tree	Fool's Garden	영어		
22567	https://www.youtube.com/watch?v=XNA0_nhFShs	Let It Go (Frozen 겨울왕국 OST)	Idina Menzel	영어		
21531	https://www.youtube.com/watch?v=dDibpiIjbo8	Listen (Dreamgirls 드림걸즈 OST)	Beyonce	영어		
23731	https://www.youtube.com/watch?v=ZWlnmSrmTgk	Little Bit of Love	Tom Grennan	영어		
22660	https://www.youtube.com/watch?v=U8t4o59xgM8	Lost Stars (Begin Again OST)	Adam Levine	영어		
22571	https://www.youtube.com/watch?v=1kVdEqO5Qvw	Love Is An Open Door (Frozen 겨울왕국 OST)	Kristen Bell,Santino	영어		
22340	https://www.youtube.com/watch?v=nLmzXOQ0jH4	Love On Top	Beyonce	영어		
22852	https://www.youtube.com/watch?v=1sEOKdphpwQ	Love Yourself	Justin Bieber	영어		
23430	https://www.youtube.com/watch?v=ebq53JAqsw4	Memories	Maroon 5	영어		
7736	https://www.youtube.com/watch?v=OEmG_SfPDdM	My Heart Will Go On	Celine Dion	영어		
23719	https://www.youtube.com/watch?v=v1i6u1fVXeM	Off My Face	Justin Bieber	영어		
22854	https://www.youtube.com/watch?v=8sOMDKZRndQ	One Call Away	Charlie Puth	영어		
23455	https://www.youtube.com/watch?v=qmLOzO6h_ak	Painkiller	Ruel	영어		
22348	https://www.youtube.com/watch?v=QdODs_EI02U	Payphone	Maroon 5(Feat.Wiz Khalifa)	영어		
23699	https://www.youtube.com/watch?v=Ry0VmTl2Jp0	Peaches	Justin Bieber(Feat.Daniel Caesar & Giveon)	영어		
23075	https://www.youtube.com/watch?v=81fqZFW2CYY	Perfect	Ed Sheeran	영어		
23165	https://www.youtube.com/watch?v=dCD-mcyM4R8	Rewrite The Stars(The Greatest Showman OST)	Zac Efron,Zendaya	영어		
22213	https://www.youtube.com/watch?v=SVhZ-w7FGDQ	Rolling In The Deep	Adele	영어		
22833	https://www.youtube.com/watch?v=7TBiy0yGL7k	Santa Tell Me	Ariana Grande	영어,XMAS		
22766	https://www.youtube.com/watch?v=99B_v4R5q98	See You Again(폴워커추모엔딩곡)	Wiz Khalifa,Charlie Puth	영어		
23263	https://www.youtube.com/watch?v=bg6JNeDmIVg	Shallow (A Star Is Born OST)	Lady Gaga,Bradley Cooper	영어		
22966	https://www.youtube.com/watch?v=vipObrcEQCg	Shape Of You	Ed Sheeran	영어		
7095	https://www.youtube.com/watch?v=rN7R5BvQu_0	She's Gone	Steelheart	영어		
23461	https://www.youtube.com/watch?v=eW1QEEt0R04	Show Yourself (Frozen2 겨울왕국2 OST)	Idina Menzel,Evan Rachel Wood	영어		
23268	https://www.youtube.com/watch?v=jIaokUrJXxo	Snowman	Sia	영어		
22204	https://www.youtube.com/watch?v=6clX2vCWMns	Someone Like You	Adele	영어		
23434	https://www.youtube.com/watch?v=QokVnfNm1L4	Someone You Loved	Lewis Capaldi	영어		
23363	https://www.youtube.com/watch?v=hckLmMVaGV8	Speechless (Aladdin 알라딘 OST)	Naomi Scott	영어		
22720	https://www.youtube.com/watch?v=Yjw6c6Pym0M	Sugar	Maroon 5	영어		
23418	https://www.youtube.com/watch?v=uNRvFkJPwuU	Tango	Abir	영어		
23054	https://www.youtube.com/watch?v=qOfJs_Ssfr8	There's Nothing Holdin' Me Back	Shawn Mendes	영어		
22724	https://www.youtube.com/watch?v=fdlUKpPmggU	Thinking Out Loud	Ed Sheeran	영어		
23113	https://www.youtube.com/watch?v=61b8PaKR8E0	This Is Me (The Greatest Showman 위대한쇼맨 OST)	Various Artists	영어		
22370	https://www.youtube.com/watch?v=-SI_7WPRXMY	Titanium	David Guetta(Feat.Sia)	영어		
21847	https://www.youtube.com/watch?v=Vpmb4lxYkXs	Viva La Vida	Coldplay	영어		
22682	https://www.youtube.com/watch?v=bv35Wk7cK70	Warriors	Imagine Dragons	영어		
21533	https://www.youtube.com/watch?v=EkJ2NL6xpcc	Welcome to the black parade	My Chemical Romance	영어		
22435	https://www.youtube.com/watch?v=qiHN3icL3pY	When I Was Your Man	Bruno Mars	영어		
22855	https://www.youtube.com/watch?v=J7WNRLovpyU	When We Were Young	Adele	영어		
23323	https://www.youtube.com/watch?v=x_sbLeSMgLA	wish you were gay	Billie Eilish	영어		
23757	https://www.youtube.com/watch?v=p9-6x8OqpAY	Bad Habits	Ed Sheeran	영어		
023757	https://www.youtube.com/watch?v=5FNA8Hsj8Vs	_Bad Habits	Ed Sheeran	영어		
23169	https://www.youtube.com/watch?v=otKYi0rYYx8	Best Part	H.E.R.(Feat.Daniel Caesar)	영어		
023169	https://www.youtube.com/watch?v=rojeIQIBBKM	_Best Part	H.E.R.(Feat.Daniel Caesar)	영어		
23549	https://www.youtube.com/watch?v=IuUlf9u0Hqg	Stuck With U	Ariana Grande,Justin Bieber	영어		
023549	https://www.youtube.com/watch?v=pE49WK-oNjU	_Stuck With U	Ariana Grande,Justin Bieber	영어		
7686	https://www.youtube.com/watch?v=pYz8lvCKyWI	My Love	Westlife	영어		
07686	https://www.youtube.com/watch?v=07Rj61BDPxQ	_My Love	Westlife	영어		
21232	https://www.youtube.com/watch?v=3_mRbRqhTug	Sunday morning	Maroon 5	영어		
021232	https://www.youtube.com/watch?v=S2Cti12XBw4	_Sunday morning	Maroon 5	영어		
23351	https://www.youtube.com/watch?v=t_lvxiGP9vs	Comethru	Jeremy Zucker	영어		
023351	https://www.youtube.com/watch?v=jO2viLEW-1A	_Comethru	Jeremy Zucker	영어		
23497	https://www.youtube.com/watch?v=PwQ303sjPAU	Falling	Harry Styles	영어		
023497	https://www.youtube.com/watch?v=olGSAVOkkTI	_Falling	Harry Styles	영어		
23727	https://www.youtube.com/watch?v=L409x_gvwm8	good 4 u	Olivia Rodrigo	영어		
023727	https://www.youtube.com/watch?v=gNi_6U5Pm_o	_good 4 u	Olivia Rodrigo	영어		
23146	https://www.youtube.com/watch?v=Ag-XHPldVt8	idontwannabeyouanymore	Billie Eilish	영어		
023146	https://www.youtube.com/watch?v=OAVru1nEDlo	_idontwannabeyouanymore	Billie Eilish	영어		
23202	https://www.youtube.com/watch?v=JB_fAIZ41cw	Youngblood	5 Seconds Of Summer	영어		
023202	https://www.youtube.com/watch?v=-RJSbO8UZVY	_Youngblood	5 Seconds Of Summer	영어		
20891	https://www.youtube.com/watch?v=3cgdeVm-dPo	Time is running out	Muse	영어		
020891	https://www.youtube.com/watch?v=O2IuJPh6h_A	_Time is running out	Muse	영어		
21128	https://www.youtube.com/watch?v=Stj5UIBr2so	Part of your world (The little mermaid 인어공주 OST)	Jodi Benson	영어		
021128	https://www.youtube.com/watch?v=SXKlJuO07eM	_Part of your world (The little mermaid 인어공주 OST)	Jodi Benson	영어		
23596	https://www.youtube.com/watch?v=JB4N8EnwPII	WAP	Cardi B(Feat.Megan Thee Stallion)	영어		
023596	https://www.youtube.com/watch?v=hsm4poTWjMs	_WAP	Cardi B(Feat.Megan Thee Stallion)	영어		
20392	https://www.youtube.com/watch?v=RlbGKnCvFW0	Lose yourself	Eminem	영어		
020392	https://www.youtube.com/watch?v=bRdeiZTeOtM	_Lose yourself	Eminem	영어		
23662	https://www.youtube.com/watch?v=9aWNPY-KQZM	drivers license	Olivia Rodrigo	영어		
023662	https://www.youtube.com/watch?v=ZmDBbnmKpqQ	_drivers license	Olivia Rodrigo	영어		
23470	https://www.youtube.com/watch?v=gLxdGmSlHr4	Watermelon Sugar	Harry Styles	영어		
023470	https://www.youtube.com/watch?v=5dQaQAqIyyU	_Watermelon Sugar	Harry Styles	영어		
23712	https://www.youtube.com/watch?v=YPZINahiQBc	Kiss Me More	Doja Cat(Feat.SZA)	영어		
023712	https://www.youtube.com/watch?v=0EVVKs6DQLo	_Kiss Me More	Doja Cat(Feat.SZA)	영어		
22329	https://www.youtube.com/watch?v=TQ8NSgRVdC4	Marry You	Bruno Mars	영어		
022329	https://www.youtube.com/watch?v=dElRVQFqj-k	_Marry You	Bruno Mars	영어		
23161	https://www.youtube.com/watch?v=h7nsp48mC7I	Never Enough (The Greatest Showman 위대한쇼맨 OST)	Loren Allred	영어		
023161	https://www.youtube.com/watch?v=6jZVsr7q-tE	_Never Enough (The Greatest Showman 위대한쇼맨 OST)	Loren Allred	영어		
22531	https://www.youtube.com/watch?v=M2bDX4_C9-g?t=6	The Fox(What Does The Fox Say?)	Ylvis	영어		
022531	https://www.youtube.com/watch?v=noWCNDQECUs	_The Fox(What Does The Fox Say?)	Ylvis	영어		
22482	https://www.youtube.com/watch?v=cKGhYvlQO98	Radioactive	Imagine Dragons	영어		
022482	https://www.youtube.com/watch?v=ktvTqknDobU	_Radioactive	Imagine Dragons	영어		
23611	https://www.youtube.com/watch?v=8GdkIO7-hOQ	Mad at Disney	salem ilese	영어		
023611	https://www.youtube.com/watch?v=CY07zwt5MIE	_Mad at Disney	salem ilese	영어		
23726	https://www.youtube.com/watch?v=30ejv7O_r-U	Time-Bomb	All Time Low	영어		
023726	https://www.youtube.com/watch?v=xkgNsE9Uhzc	_Time-Bomb	All Time Low	영어		
22709	https://www.youtube.com/watch?v=LvdIawCskxQ	Uptown Funk	Mark Ronson(Feat.Bruno Mars)	영어		
022709	https://www.youtube.com/watch?v=OPf0YbXqDm0	_Uptown Funk	Mark Ronson(Feat.Bruno Mars)	영어		
23616	https://www.youtube.com/watch?v=ZpknsaSUcrI	Savage Love (Laxed - Siren Beat)(BTS Remix)	Jawsh 685,Jason Derulo,BTS(방탄소년단)	영어		
023616	https://www.youtube.com/watch?v=qvu4nPMyl3U	_Savage Love (Laxed - Siren Beat)(BTS Remix)	Jawsh 685,Jason Derulo,BTS(방탄소년단)	영어		
20422	https://www.youtube.com/watch?v=W8arLH-iWRs	All I Want For Christmas Is You	Mariah Carey	영어,XMAS		
020422	https://www.youtube.com/watch?v=aAkMkVFwAoo	_All I Want For Christmas Is You	Mariah Carey	영어,XMAS		
23510	https://www.youtube.com/watch?v=qPFKZR8LgyA	To Die For	Sam Smith	영어		
023510	https://www.youtube.com/watch?v=POIK1H3L86k	_To Die For	Sam Smith	영어		
23406	https://www.youtube.com/watch?v=FMwiliVzutQ	Never Not	Lauv	영어		
023406	https://www.youtube.com/watch?v=ZWue6i_LRZ4	_Never Not	Lauv	영어		
23631	https://www.youtube.com/watch?v=H04MKTBvqGo	34+35	Ariana Grande	영어		
023631	https://www.youtube.com/watch?v=B6_iQvaIjXw	_34+35	Ariana Grande	영어		
23377	https://www.youtube.com/watch?v=FOlVGYpokdM	Weight In Gold	Gallant	영어		
023377	https://www.youtube.com/watch?v=qh7BCluk3wc	_Weight In Gold	Gallant	영어		
23496	https://www.youtube.com/watch?v=0k8qfC-5j5g	Maniac	Conan Gray	영어		
023496	https://www.youtube.com/watch?v=KDgiJZRBrBY	_Maniac	Conan Gray	영어		
22036	https://www.youtube.com/watch?v=bv3vFaEHHlE	Slow Motion	Karina	영어		
022036	https://www.youtube.com/watch?v=iSQ0Pr3RPno	_Slow Motion	Karina	영어		
23501	https://www.youtube.com/watch?v=js-6SyMuXgA	Blinding Lights	The Weeknd	영어		
023501	https://www.youtube.com/watch?v=ewfdRy5jfF8	_Blinding Lights	The Weeknd	영어		
23440	https://www.youtube.com/watch?v=-jhKfl88kAs	I Love You 3000	Stephanie Poetri	영어		
023440	https://www.youtube.com/watch?v=cPkE0IbDVs4	_I Love You 3000	Stephanie Poetri	영어		
22268	https://www.youtube.com/watch?v=aoVtLhhPtSc	When Will My Life Begin (Tangled 라푼젤 OST)	Mandy Moore	영어		
022268	https://www.youtube.com/watch?v=kRXmAIHYQR4	_When Will My Life Begin (Tangled 라푼젤 OST)	Mandy Moore	영어		
23276	https://www.youtube.com/watch?v=9sVKwwSvvLw	Always Remember Us This Way (A Star Is Born 스타이즈본 OST)	Lady Gaga	영어		
023276	https://www.youtube.com/watch?v=5vheNbQlsyU	_Always Remember Us This Way (A Star Is Born 스타이즈본 OST)	Lady Gaga	영어		
23513	https://www.youtube.com/watch?v=ebieydtOzNc	Juice	Lizzo	영어		
023513	https://www.youtube.com/watch?v=hqL9MD2sDRw	_Juice	Lizzo	영어		
20246	https://www.youtube.com/watch?v=ZohKTehanl8	Don't stop me now	Queen	영어		
020246	https://www.youtube.com/watch?v=FpOBP6YgEvY	_Don't stop me now	Queen	영어		
23269	https://www.youtube.com/watch?v=2a_6_nxEzN4	Paris In The Rain	Lauv	영어		
023269	https://www.youtube.com/watch?v=kOCkne-Bku4	_Paris In The Rain	Lauv	영어		
21843	https://www.youtube.com/watch?v=tHyh1nilI4o	Take A Bow	Rihanna	영어		
021843	https://www.youtube.com/watch?v=J3UjJ4wKLkg	_Take A Bow	Rihanna	영어		
22134	https://www.youtube.com/watch?v=MR0uzpij5DQ	Just The Way You Are	Bruno Mars	영어		
022134	https://www.youtube.com/watch?v=c6vCewpRGME	_Just The Way You Are	Bruno Mars	영어		
23688	https://www.youtube.com/watch?v=akTNaB8XXvE	HEARTBREAK ANNIVERSARY	Giveon	영어		
023688	https://www.youtube.com/watch?v=gJmu3BRXPRI	_HEARTBREAK ANNIVERSARY	Giveon	영어		
22440	https://www.youtube.com/watch?v=FDZwK79pzGk	Talking To The Moon(Acoustic Piano Ver.)	Bruno Mars	영어		
022440	https://www.youtube.com/watch?v=fXw0jcYbqdo	_Talking To The Moon(Acoustic Piano Ver.)	Bruno Mars	영어		
7098	https://www.youtube.com/watch?v=dfLD1RPYZ0Y	Take Me Home Country Road	John Denver	영어		
07098	https://www.youtube.com/watch?v=IUmnTfsY3hI	_Take Me Home Country Road	John Denver	영어		
20525	https://www.youtube.com/watch?v=grMvUaFUmG8	Go west(AR:한국응원가:한국 오오오오오)	Pet Shop Boys	영어		
020525	https://www.youtube.com/watch?v=A7PIEycnz54	_Go west(AR:한국응원가:한국 오오오오오)	Pet Shop Boys	영어		
027959	https://www.youtube.com/watch?v=mMaAXVdrU3o	_いかないで(가지말아줘)	想太(소타) Feat.歌愛ユキ(카아이 유키)	일본어		
068300	https://www.youtube.com/watch?v=UFQEttrn6CQ	_感電(감전) (MIU404 OST)	米津玄師(요네즈 켄시)	일본어		
028293	https://www.youtube.com/watch?v=OPRDEH0wHTc	_季節は次々死んでいく(계절은차례차례죽어간다) (東京喰種 도쿄구울 2nd ED)	amazarashi	일본어		
068387	https://www.youtube.com/watch?v=8Anx6VQeT4k	_怪物(괴물) (BEASTARS OP)	YOASOBI	일본어		
068390	https://www.youtube.com/watch?v=ajEdqtgjgzg	_群青(군청) 	YOASOBI	일본어		
027911	https://www.youtube.com/watch?v=sEzEla5o_LE	_それがあなたの 幸せとしても(그것이당신의행복이라할지라도)	강지(GangG)	일본어		
068049	https://www.youtube.com/watch?v=zuCKdT1fxfA	_だから僕は音楽を辞めた(그래서나는음악을그만두었다) 	ヨルシカ(Yorushika)	일본어		
068061	https://www.youtube.com/watch?v=-VKIqrvVOpo	_ただ君に晴れ(그저네게맑아라)	ヨルシカ(Yorushika)	일본어		
028689	https://www.youtube.com/watch?v=BxiiFpKZmL0	_金曜日のおはよう(금요일의아침인사)	라온(Raon Lee)	일본어		
026785	https://www.youtube.com/watch?v=vT_2Aa9wiZ8	_キセキ(기적/키세키)	GReeeeN	일본어		
027357	https://www.youtube.com/watch?v=ImZv56og7vU	_からくりピエロ(꼭두각시피에로)	40mP Feat.初音ミク(하츠네 미쿠)	일본어		
068414	https://www.youtube.com/watch?v=bgQIzPnPI88	_夢にエール！パティシエール♪(꿈빛파티시엘♪) OP	IU	일본어		
028688	https://www.youtube.com/watch?v=_hcvGjy2v18	_僕が死のうと思ったのは(내가죽으려고생각한것은)	amazarashi	일본어		
027984	https://www.youtube.com/watch?v=xJpZffN0dks	_アスノヨゾラ哨戒班(내일의밤하늘초계반)	Orangestar(Feat.IA)	일본어		
028948	https://www.youtube.com/watch?v=GNwWFq1Xtu0	_君はロックを聴かない(너는록을듣지않아)	あいみょん(아이묭)	일본어		
027649	https://www.youtube.com/watch?v=7koewcWdWlk	_君じゃなきゃダメみたい(네가아니면안될것같아) (月刊少女野崎くん 월간순정노자키군 OP)	라온(Raon Lee)	일본어		
028728	https://www.youtube.com/watch?v=_j-U_ugWreM	_ツギハギスタッカート(누덕누덕스타카토) 	쵸쵸우	일본어		
025627	https://www.youtube.com/watch?v=oIoaIlPpIcA	_雪の華(눈의꽃) 	中島美嘉(나카시마 미카)	일본어		
076046	https://www.youtube.com/watch?v=Opzq1xJn8vY	_東京キャスタ(동경캐스터) 	강지(GangG)너불(Nubul)	일본어		
028805	https://www.youtube.com/watch?v=jJzw1h5CR-I	_ドラマツルギー(드라마트루기) 	Eve	일본어		
068333	https://www.youtube.com/watch?v=e6WDxjjW50w	_ドライフラワー(드라이플라워) 	優里(유우리)	일본어		
027062	https://www.youtube.com/watch?v=Hy8q60zzlqs	_レイン(레인) (鋼の錬金術師 강철의연금술사 FULLMETAL ALCHEMIST OP)	シド(시드)	일본어		
028697	https://www.youtube.com/watch?v=00DPgfp7j3Y	_ロメオ(로미오) (好きになるその瞬間を。~告白実行委員会~ 좋아하게되는그순간을 ~고백실행위원회~ OST)	LIPxLIP	일본어		
027670	https://www.youtube.com/watch?v=3wTCd8fC2fU	_ロストワンの号哭(로스트원의호곡)	라온(Raon Lee)	일본어		
028961	https://www.youtube.com/watch?v=EazJKtHsreM	_ロキ(로키) 	みきとP(미키토P) Feat.鏡音リン(카가미네 린)	일본어		
027239	https://www.youtube.com/watch?v=P8aLyARLzt8	_ローリンガール(롤링걸) 	Wowaka Feat.初音ミク(하츠네 미쿠)	일본어		
025837	https://www.youtube.com/watch?v=ZHK0QkPB1nU	_丸の内サディスティック(마루노우치새디스틱) 	椎名林檎(시이나 링고)	일본어		
028927	https://www.youtube.com/watch?v=Fkeq0ZjBqJs	_マリーゴールド(마리골드) 	あいみょん(아이묭)	일본어		
028820	https://www.youtube.com/watch?v=nROvY9uiYYk	_お気に召すまま(마음에드시는대로) 	Eve	일본어		
027906	https://www.youtube.com/watch?v=Fl3ZEiZu--s	_心做し(마음짓기) 	蝶々P(쵸쵸P) (Feat.GUMI)	일본어		
068078	https://www.youtube.com/watch?v=F64yFFnZfkI	_言って。(말해줘) 	ヨルシカ(Yorushika)	일본어		
028676	https://www.youtube.com/watch?v=tqrlGQ3lEho	_妄想感傷代償連盟(망상감상대상연맹) 	DECO*27 Feat.初音ミク(하츠네 미쿠)	일본어		
01226	https://www.youtube.com/watch?v=ezszctLiE1A	_ばかみたい(바보같아) (龍が如く 용과같이 OST)	小山 力也(코야마리키야)	일본어	임의	
068381	https://www.youtube.com/watch?v=LD9xGIpXzCk	_夜に駆ける(밤을달리다) 	YOASOBI	일본어		
027425	https://www.youtube.com/watch?v=CpGPYFU4n0Y	_サクラミツツキ(벚꽃만월) (銀魂 은혼 OP)	SPYAIR	일본어		
027532	https://www.youtube.com/watch?v=nFG3l5zxLdM	_変わらないもの(변하지않는것) (時をかける少女 시간을달리는소녀 OST)	奥華子(오쿠 하나코)	일본어		
068312	https://www.youtube.com/watch?v=UM16n-Dqpzs	_炎(불꽃) (映画'鬼滅の刃無限列車編 귀멸의칼날 OST)	LISA	일본어		
027743	https://www.youtube.com/watch?v=mkuX01GX9HY	_光るなら(빛난다면) (四月は君の嘘 4월은너의거짓말 OP)	Goose House	일본어		
028907	https://www.youtube.com/watch?v=EuHcO6AJDRQ	_愛を伝えたいだとか(사랑을전하고싶다던가) 	あいみょん(아이묭)	일본어		
068057	https://www.youtube.com/watch?v=lCHExX3NypM	_愛にできることはまだあるかい(사랑이할수있는일이아직있을까) (映画'天気の子 날씨의아이 OST)	RADWIMPS	일본어		
027527	https://www.youtube.com/watch?v=vpG09-n83hE	_サムライハート(Some Like it Hot,사무라이하트) (銀魂 ED)	라온(Raon Lee)	일본어		
025752	https://www.youtube.com/watch?v=upODO6OuOOk	_さくらんぼ(사쿠란보)	大塚愛(오오츠카 아이)	일본어		
068051	https://www.youtube.com/watch?v=BABZfqQYO_E	_命に嫌われている。(생명에게미움받고있어)	初音ミク(하츠네 미쿠)	일본어		
028700	https://www.youtube.com/watch?v=VUIEJu4ZSUo	_シャルル(샤를)	バルーン(벌룬) (Feat.Flower)	일본어		
028352	https://www.youtube.com/watch?v=wI49egVaiRw	_世界は恋に落ちている(세계는사랑에빠져있어)	CHiCO with honeyworks	일본어		
027737	https://www.youtube.com/watch?v=wQplv1Q-hEw	_シュガーソングと ビターステップ(슈가송과비터스텝) (血界戦線 혈계전선 ED)	Unison Square Garden	일본어		
027957	https://www.youtube.com/watch?v=Vh7iHrD7PR4	_スパークル(스파클) (映画 '君の名は。너의 이름은 OST)	RADWIMPS	일본어		
028650	https://www.youtube.com/watch?v=Av8A4QSEtB4	_時ノ雨、最終戦争(시간의비,최종전쟁) 	Orangestar(Feat.IA)	일본어		
028214	https://www.youtube.com/watch?v=C4A1T0PKM5o	_シルエット(실루엣) (NARUTO-ナルト 질풍전 16th OP)	KANA-BOON	일본어		
028706	https://www.youtube.com/watch?v=mWDIejJu92I	_心臓を捧げよ!(심장을바쳐라!) (進撃の巨人 진격의거인 2nd OP)	Linked Horizon	일본어		
028363	https://www.youtube.com/watch?v=Mq7SoN4x-BI	_深海少女(심해소녀) 	ゆうゆ Feat.初音ミク(하츠네 미쿠)	일본어		
068406	https://www.youtube.com/watch?v=IC3rH7e5hZA	_たぶん(아마도) (映画'たぶん 아마도 OST)	YOASOBI	일본어		
027965	https://www.youtube.com/watch?v=XVPKUguQ_6U	_なんでもないや,Nandemonaiya(아무것도아니야) (映画'君の名は。너의 이름은 OST)	.	일본어		
028607	https://www.youtube.com/watch?v=V0REolqif_4	_アイネクライネ(아이네클라이네) 	米津玄師(요네즈 켄시)	일본어		
026944	https://www.youtube.com/watch?v=lCrky7wNn-c	_悪ノ召使(악의하인) 	鏡音レン(카가미네 렌)	일본어		
028177	https://www.youtube.com/watch?v=hSG3QNgeKV8	_エアーマンが倒せない(에어맨이쓰러지지않아) 	Team.ねこかん[猫](네코칸[묘])	일본어		
027961	https://www.youtube.com/watch?v=elybXLkosQE	_エイリアンエイリアン(Ailee Ailee,에일리언에일리언)	ナユタン星人(나유탄 성인) Feat.初音ミク(하츠네 미쿠)	일본어		
027027	https://www.youtube.com/watch?v=KRqMzd6GsU0	_恋愛サーキュレーション(연애서큘레이션) (化物語 이야기 OP)	千石撫子(센고쿠 나데코) 花澤香菜(하나자와 카나)	일본어		
028424	https://www.youtube.com/watch?v=8GQJiAlQiHY	_恋愛裁判(연애재판) 	꽃감이	일본어		
028318	https://www.youtube.com/watch?v=mrKLmIPTZzY	_六兆年と一夜物語(육조년과하룻밤이야기) 	kemu(Feat.IA)	일본어		
027994	https://www.youtube.com/watch?v=xw72Tuiadaw	_名前を呼ぶよ(이름을부를게) (文豪ストレイドッグス 문호스트레이독스 ED)	ラックライフ(럭 라이프)	일본어		
027578	https://www.youtube.com/watch?v=axcNH2GVi38	_イマジネーション(이메지네이션) (ハイキュー!! 하이큐!! OP)	SPYAIR	일본어		
027995	https://www.youtube.com/watch?v=Cdpua3gZq3w	_さよならだけが人生だ(이별만이인생이다) 	하양복숭아	일본어		
068095	https://www.youtube.com/watch?v=A8YZelgycBY	_インフェルノ(인페르노) (炎炎ノ消防隊 불꽃소방대 OP)	Mrs. Green Apple	일본어		
027803	https://www.youtube.com/watch?v=ZiPyuXE3PN0	_自傷無色(자상무색) 	ねこぼーろ(사사노 마리이) Feat.初音ミク(하츠네 미쿠)	일본어		
025246	https://www.youtube.com/watch?v=irDJ1aDm_XE	_残酷な天使のテーゼ(잔혹한천사의테제) (新世紀エヴァンゲリオン 신세기에반게리온 OP)	高橋洋子(타카하시 요코)	일본어		
